,词性,出现次数
4,/d/v/v,31207
1,/v/u/n,29131
0,/n/d/v,28888
5,/v/v/u,20108
3,/u/n/v,15289
9,/v/v/v,13703
6,/n/v/v,13450
2,/n/u/n,13402
17,/d/v/u,12653
16,/d/d/v,11568
7,/v/d/v,10632
10,/v/v/n,10496
8,/v/u/v,8085
13,/n/v/u,6264
11,/v/n/v,5172
21,/u/n/d,4623
20,/r/d/v,4597
18,/v/r/v,3312
22,/v/v/r,2610
