,词性,出现次数
0,/v/v/v/v/v,1147
3,/n/v/v/v/v,508
41,/v/v/v/v/n,501
30,/v/n/v/v/v,468
14,/v/v/n/v/v,455
25,/v/v/v/n/v,452
72,/v/n/v/n/v,235
10,/v/n/v/v/n,232
37,/n/v/n/v/v,224
18,/v/v/v/u/v,220
12,/n/v/v/n/v,213
57,/n/v/v/v/n,199
74,/v/v/n/v/n,190
22,/v/u/v/v/v,188
83,/d/v/v/v/v,169
115,/v/n/n/v/v,166
77,/n/n/n/n/n,155
64,/v/v/n/n/v,155
6,/v/v/v/v/u,155
