,词性,出现次数
8,/v/v/v/v,5934
6,/v/v/n/v,4187
14,/v/n/v/v,4148
11,/n/v/v/v,3484
7,/v/v/v/n,3394
0,/v/n/v/n,2709
1,/n/v/n/v,2476
3,/n/v/v/n,1889
24,/v/u/v/v,1312
28,/v/n/n/v,1261
13,/u/v/v/v,1098
21,/v/v/u/v,950
17,/v/v/v/u,901
2,/n/n/v/v,896
46,/v/v/n/n,767
43,/n/n/v/n,760
5,/n/v/n/n,712
19,/v/d/v/v,555
29,/d/v/v/v,547
