词性,出现次数
/n/v/v/n,153
/v/v/n/v,527
/v/v/v/v,693
/v/n/n/v,246
/v/n/v/v,490
/n/n/n/n,66
/u/v/n/v,60
/v/v/v/n,429
/n/n/v/n,142
/v/n/v/n,352
/n/n/n/v,65
/n/v/v/v,400
/n/v/n/v,273
/d/n/n/v,10
/n/n/v/v,141
/v/n/d/n,19
/n/v/n/n,123
/v/d/n/v,9
/v/d/v/v,57
/v/v/v/u,105
/n/u/v/n,17
/n/v/d/v,34
/v/n/v/d,55
/v/r/v/n,21
/d/v/n/v,40
/v/v/u/v,106
/u/n/v/v,34
/v/n/u/v,35
/v/v/n/n,75
/v/u/v/v,93
/d/v/v/v,97
/u/v/u/v,33
/v/v/v/d,57
/n/v/d/n,8
/u/v/v/v,90
/u/v/v/n,21
/v/u/n/v,32
/d/n/v/v,14
/n/v/n/d,16
/n/a/v/v,10
/d/v/n/d,5
/v/n/d/v,25
/a/v/u/v,4
/d/d/u/v,4
/v/m/v/v,7
/n/d/n/v,13
/v/v/r/v,30
/n/v/v/r,8
/r/n/v/v,28
/n/v/v/u,14
/v/r/n/u,5
/v/v/r/n,12
/n/d/u/r,4
/n/u/v/r,4
/r/v/v/v,32
/v/n/n/n,28
/n/u/v/v,8
/n/v/v/d,18
/v/v/n/u,24
/u/v/v/d,10
/v/r/v/v,19
/v/v/d/v,52
/d/n/v/d,9
/r/v/v/n,9
/v/n/v/u,52
/d/n/v/n,18
/v/v/d/u,7
/a/v/n/v,6
/n/v/r/v,28
/m/v/n/v,8
/n/r/v/v,7
/u/v/n/n,7
/v/v/v/r,30
/n/v/u/v,15
/v/d/v/n,17
/v/u/d/v,19
/d/v/v/n,9
/n/d/v/v,10
/v/v/v/m,8
/d/v/u/v,7
/v/n/n/r,7
/v/v/u/n,18
/n/u/v/u,7
/v/v/a/v,8
/n/n/n/d,10
/d/v/n/u,11
/n/d/v/n,7
/u/v/v/u,11
/v/u/v/n,21
/u/v/d/v,9
/v/d/v/d,9
