词性,出现次数
/v/v/v/v,994
/u/v/v/v,207
/v/u/v/v,193
/v/r/v/v,67
/v/n/v/v,754
/r/u/v/v,12
/v/v/v/n,594
/r/v/v/v,74
/u/v/n/v,128
/v/v/u/v,225
/n/v/v/n,432
/u/d/n/v,9
/n/v/u/v,84
/d/n/v/r,7
/n/u/v/v,35
/n/v/r/n,15
/v/n/v/n,639
/n/v/n/v,583
/v/v/n/v,827
/n/v/v/v,597
/n/n/v/n,159
/v/d/n/v,53
/v/v/v/d,73
/v/n/v/u,109
/v/v/d/v,35
/a/v/v/v,21
/n/n/n/n,114
/n/v/n/n,161
/n/v/u/n,21
/v/v/u/n,7
/d/n/n/n,19
/d/v/v/n,25
/v/n/n/v,253
/v/v/n/n,200
/n/n/v/v,236
/n/v/n/d,7
/u/v/v/n,30
/v/u/u/v,14
/n/n/v/u,29
/n/v/v/d,22
/v/v/n/d,33
/v/n/d/u,11
/v/v/v/u,101
/d/u/v/v,12
/n/v/d/v,33
/u/n/v/n,21
/v/u/v/n,83
/v/n/n/n,102
/v/u/n/v,44
/n/n/n/v,133
/n/u/v/n,34
/d/v/n/v,46
/d/v/v/v,111
/n/v/v/u,57
/v/d/v/n,11
/v/d/v/v,111
/v/v/r/v,63
/u/v/n/u,24
/d/n/v/v,22
/r/d/n/v,2
/r/r/u/n,2
/r/u/n/u,2
/v/n/v/r,2
/a/c/v/v,1
/v/v/v/r,55
/v/u/d/v,11
/n/n/u/v,7
/v/v/n/u,31
/d/v/d/v,8
/n/v/n/u,26
/u/n/v/v,20
/d/d/v/v,9
/v/n/d/n,15
/v/n/d/v,22
/n/d/v/v,8
/r/v/v/n,28
/v/v/n/r,9
/v/v/d/u,9
/v/n/u/v,15
/n/r/v/v,17
/u/v/u/v,48
/v/n/v/d,31
/v/u/v/u,23
/v/n/v/a,7
/d/n/v/n,13
/v/v/d/n,8
/v/n/u/d,8
/n/v/v/r,7
/v/r/v/r,11
/d/v/r/v,9
/d/n/u/v,6
/n/u/v/u,6
/u/v/v/u,14
/u/n/n/v,7
/n/u/n/v,25
/n/n/p/v,7
/d/v/n/n,5
/v/v/u/r,7
/n/v/n/r,6
/v/d/v/u,9
/u/v/v/d,8
/r/v/v/r,7
/n/n/v/d,6
/q/v/n/v,7
/n/n/u/n,6
/n/u/n/n,5
/r/v/n/v,10
/v/n/r/v,8
