词性,出现次数
/n/v/v/v/n,105
/v/v/v/u/v,104
/n/v/v/v/d,14
/v/n/v/v/v,272
/v/v/d/u/v,17
/v/v/u/d/v,12
/u/n/v/v/v,19
/u/v/r/v/v,4
/u/v/u/v/v,22
/v/a/n/v/v,4
/v/v/n/v/v,143
/v/v/v/n/v,213
/d/v/n/v/v,25
/n/n/n/n/v,9
/n/v/v/u/v,24
/u/v/v/v/n,16
/v/n/v/v/n,62
/v/n/v/v/u,10
/v/v/v/v/v,549
/n/v/n/v/v,116
/v/v/d/n/v,15
/v/v/n/n/v,59
/n/n/v/v/v,87
/n/v/v/v/v,253
/u/v/n/v/v,58
/u/v/u/n/v,12
/v/n/v/n/v,97
/v/n/n/v/v,100
/v/u/v/n/v,13
/v/u/v/v/n,41
/v/v/u/v/v,58
/n/v/u/v/n,5
/r/v/n/n/v,5
/u/r/v/v/v,5
/u/v/v/n/v,27
/v/v/v/r/u,14
/n/v/n/r/v,6
/ns/v/v/ns/v,3
/u/v/d/v/ns,3
/u/v/v/u/v,26
/v/d/v/v/n,17
/v/n/n/n/v,32
/v/n/v/n/n,9
/v/v/n/v/n,54
/v/v/v/v/r,28
/d/v/v/v/v,111
/n/n/n/v/n,5
/n/n/v/v/n,51
/u/v/v/v/v,91
/n/u/v/v/v,18
/n/u/v/d/v,5
/u/v/u/v/u,9
/u/v/v/v/u,8
/v/n/u/v/v,19
/v/r/v/n/v,5
/v/u/v/v/u,25
/v/u/v/v/v,77
/v/v/v/d/v,74
/v/v/v/v/n,223
/u/u/v/n/v,5
/n/v/v/n/v,99
/u/nh/v/v/v,4
/d/u/v/n/v,6
/n/n/v/n/v,39
/n/d/v/v/v,23
/u/v/v/n/n,7
/u/v/v/u/n,7
/n/d/n/v/n,10
/n/n/d/v/v,7
/r/v/u/v/v,4
/u/v/d/v/n,4
/u/v/v/d/n,4
/v/n/n/d/v,4
/n/r/n/v/u,8
/n/v/n/v/n,53
/v/n/n/v/n,42
/u/v/u/v/n,10
/r/v/v/v/v,45
/v/d/n/r/v,5
/d/v/r/n/v,4
/n/r/v/n/r,4
/n/v/v/v/u,23
/v/n/r/v/v,8
/n/nh/v/v/v,6
/n/v/u/v/d,6
/nh/v/v/v/n,6
/u/u/v/v/r,6
/v/n/v/m/v,6
/v/n/v/u/u,6
/u/v/n/n/v,9
/v/d/v/v/u,11
/d/d/n/v/v,5
/d/n/v/r/r,6
/v/r/u/v/v,6
/v/r/v/n/n,6
/v/r/v/v/v,20
/v/u/d/u/v,6
/v/u/r/n/v,6
/v/u/r/v/r,6
/n/d/n/n/v,5
/n/n/n/v/v,31
/d/v/n/v/n,7
/v/v/v/u/n,18
/m/n/v/v/v,4
/n/v/u/v/v,12
/v/r/v/d/n,4
/v/r/v/r/v,4
/v/u/n/v/n,8
/v/v/n/v/r,8
/v/r/r/v/v,7
/v/u/v/u/v,23
/v/v/v/v/u,94
/v/d/u/v/u,8
/d/n/v/n/v,6
/n/u/n/v/u,6
/r/d/n/v/n,6
/u/n/v/u/v,9
/u/r/r/n/v,6
/u/v/n/v/n,15
/v/n/u/n/v,6
/d/v/d/n/v,9
/d/v/nh/v/n,3
/d/v/p/v/v,3
/d/v/v/n/n,17
/n/n/n/n/n,64
/d/n/nh/v/v,3
/d/u/v/v/v,17
/u/n/v/n/v,8
/d/d/v/v/v,8
/d/n/v/v/n,24
/r/u/v/d/v,5
/v/v/v/a/v,5
/v/v/n/d/v,16
/v/d/v/n/v,12
/v/n/d/v/v,17
/v/u/v/v/d,5
/n/u/v/n/u,4
/v/v/n/u/v,5
/v/v/r/v/v,34
/n/v/d/n/v,10
/v/v/n/v/d,16
/v/v/d/v/v,58
/n/v/v/v/r,6
/n/v/n/u/v,9
/a/u/v/v/v,2
/v/v/n/n/n,36
/v/v/v/v/d,50
/v/d/v/v/v,17
/v/n/v/u/v,31
/d/v/d/u/n,8
/n/r/v/n/v,8
/v/d/n/v/v,8
/d/n/n/v/v,9
/d/v/v/u/v,16
/n/c/v/v/n,6
/n/n/d/v/n,10
/n/v/d/v/d,6
/r/u/d/d/n,6
/v/d/u/v/v,13
/v/d/v/u/v,12
/d/n/d/v/r,8
/d/n/v/v/v,36
/d/u/d/v/n,4
/d/u/v/v/u,4
/n/r/u/d/u,4
/v/v/v/u/u,18
/d/v/n/d/u,4
/u/n/v/v/n,4
/v/n/n/d/n,4
/v/n/v/d/n,14
/r/n/v/v/v,14
/d/v/v/d/v,15
/n/n/v/u/v,4
/n/r/r/v/v,4
/v/v/u/v/n,6
/n/n/v/n/n,11
/n/v/v/n/d,5
/n/v/v/n/n,9
/n/v/n/n/n,5
/v/d/u/n/v,5
/n/v/n/v/c,6
/v/u/d/v/v,11
/v/u/u/u/r,6
/v/u/v/v/r,6
/d/n/n/n/v,9
/d/v/v/v/n,15
/u/d/n/n/n,4
/u/v/v/v/r,4
/v/v/n/u/n,6
/v/v/v/n/n,48
/n/v/v/d/v,22
/v/v/v/n/u,13
/n/n/n/n/d,3
/n/n/r/v/v,3
/n/n/v/p/v,3
/n/u/v/v/u,3
/n/v/v/n/p,3
/n/v/u/n/v,9
/u/n/v/d/v,5
/n/v/d/v/v,8
/r/v/v/v/d,4
/v/v/d/v/n,14
/d/u/r/v/u,8
/u/v/v/r/v,8
/v/r/v/v/n,15
/r/u/u/d/r,6
/r/v/v/v/n,6
/u/v/u/d/v,6
/u/v/v/n/u,6
/v/d/u/r/v,6
/n/u/u/v/v,6
/n/v/n/v/r,4
/n/v/v/p/v,4
/r/v/v/v/u,4
/u/n/d/n/n,4
/n/v/r/r/v,8
/v/n/n/m/u,8
/d/n/n/n/n,6
/n/d/u/v/n,6
/v/n/d/n/v,6
/v/p/d/u/n,6
/v/v/u/v/nh,6
/v/v/v/r/v,23
/v/v/n/r/v,15
/n/v/v/r/v,6
/n/r/v/v/v,14
/v/v/u/v/r,8
/a/v/n/d/u,6
/n/u/v/v/n,7
/d/v/v/r/v,6
/n/d/v/n/v,6
/u/v/d/n/v,6
/v/n/d/v/n,10
/v/v/n/v/u,10
/a/v/v/v/v,5
/u/v/v/v/d,5
/d/v/v/u/d,4
/u/d/v/v/v,10
/v/v/n/d/n,7
/v/v/m/v/v,16
/v/v/v/m/v,8
/p/v/v/v/v,6
/r/v/n/v/v,6
/v/n/v/r/v,6
/v/u/v/n/r,6
/n/v/v/n/m,4
/n/r/v/v/n,14
/n/r/v/n/u,6
/r/v/r/v/v,6
/v/v/v/n/d,16
/n/v/v/d/n,5
/d/n/n/v/n,7
/v/a/v/v/v,6
