,词性,出现次数
1,/d/v/v,99721
2,/n/d/v,91639
3,/v/u/n,84749
5,/v/v/u,58347
8,/v/v/v,44871
4,/d/v/u,43895
14,/d/d/v,43241
19,/v/d/v,39534
18,/n/v/v,36253
11,/u/n/v,34428
21,/v/v/n,33815
10,/n/u/n,25418
0,/v/u/v,21846
20,/v/n/v,18250
6,/r/d/v,17300
28,/n/v/u,15328
9,/v/r/v,11767
27,/m/q/n,10888
15,/u/n/d,10160
