,词性,出现次数
0,/v/v/v/v,17745
2,/v/n/v/v,12829
4,/v/v/n/v,12445
278,/nd/u/o/nd,10750
280,/u/o/nd/u,10750
279,/o/nd/u/o,10750
5,/v/v/v/n,10576
6,/n/v/v/v,10178
3,/n/v/n/v,6981
13,/v/n/v/n,6894
25,/n/v/v/n,5232
19,/v/n/n/v,3911
1,/v/u/v/v,3712
28,/v/v/u/v,3151
39,/u/v/v/v,3121
27,/n/n/v/v,2800
18,/v/v/v/u,2675
20,/v/v/n/n,2600
22,/d/v/v/v,2161
