,词性,出现次数
2,/d/v/v,18969
0,/n/d/v,17100
1,/v/u/n,16390
5,/v/v/u,11565
10,/n/v/v,7605
13,/u/n/v,7512
6,/d/v/u,7441
8,/d/d/v,7187
12,/v/v/v,7167
16,/v/d/v,6756
14,/v/v/n,5874
3,/r/d/v,5324
11,/n/u/n,4865
9,/v/u/v,3935
22,/n/v/u,3803
18,/v/n/v,3599
4,/v/r/v,3408
17,/v/v/r,3277
15,/u/n/d,2087
