,词性,出现次数
3,/v/v/v/v/v,708
2,/v/v/v/v/n,349
24,/v/n/v/v/v,300
12,/n/v/v/v/v,296
5,/v/v/v/n/v,245
34,/v/v/n/v/v,243
73,/d/v/v/v/v,169
28,/n/v/n/v/v,160
45,/n/n/v/v/v,134
40,/u/v/v/v/v,126
16,/v/d/v/v/v,121
35,/n/v/v/n/v,111
86,/v/n/v/v/n,104
39,/n/v/v/v/n,100
31,/v/v/n/v/n,90
25,/v/n/v/n/v,90
14,/v/v/v/v/u,88
58,/v/v/u/v/v,87
17,/v/v/d/v/v,86
