,词性,出现次数
1,/d/v/v,14701
0,/n/d/v,14213
2,/v/u/n,11653
16,/v/v/u,7025
12,/v/v/v,6817
14,/v/d/v,6331
8,/v/v/n,6282
6,/n/v/v,6138
4,/d/d/v,5512
3,/d/v/u,4386
22,/v/n/v,4343
19,/u/n/v,4165
7,/r/d/v,3121
18,/n/u/n,3034
17,/n/v/u,1902
23,/v/r/v,1807
9,/d/v/r,1800
5,/v/v/r,1792
15,/v/u/v,1780
