,词性,出现次数
2,/v/v/v/v,2767
1,/v/v/n/v,2040
4,/v/n/v/v,2012
7,/v/v/v/n,1769
11,/n/v/v/v,1716
9,/v/n/v/n,1155
12,/n/v/n/v,1125
0,/n/v/v/n,885
3,/v/n/n/v,718
13,/n/n/v/v,560
22,/v/v/n/n,497
20,/v/v/u/v,449
18,/v/v/v/u,403
23,/v/u/v/v,334
24,/d/v/v/v,288
15,/n/v/n/n,278
17,/v/d/v/v,271
8,/n/n/v/n,267
38,/v/r/v/v,237
