词性,出现次数
/v/n/v/n,1035
/n/v/n/v,1055
/n/n/v/v,321
/n/v/v/n,730
/v/n/n/n,163
/n/v/n/n,345
/v/v/n/v,1339
/v/v/v/n,1145
/n/n/n/u,15
/r/v/v/n,29
/v/v/v/v,1937
/v/v/v/d,196
/v/v/d/v,188
/n/v/v/v,1169
/n/u/v/v,89
/u/v/v/v,374
/v/n/v/v,1429
/n/d/v/v,78
/u/v/n/n,38
/v/v/v/u,336
/m/m/nz/m,23
/m/n/m/m,21
/m/m/n/m,18
/n/m/m/n,13
/n/m/m/nz,13
/n/m/n/m,13
/n/n/m/n,13
/m/n/n/m,12
/m/n/m/n,11
/m/nz/m/n,11
/v/d/v/v,158
/d/v/v/r,12
/v/d/n/v,48
/v/v/u/v,332
/v/d/v/n,55
/v/n/d/v,98
/n/v/u/v,188
/v/u/v/v,349
/u/v/n/v,209
/r/v/v/v,85
/v/u/d/v,37
/v/n/n/v,435
/d/v/v/v,174
/v/r/v/v,84
/v/v/r/n,10
/r/n/v/v,8
/d/n/v/n,34
/v/v/d/n,31
/v/n/v/u,163
/v/u/r/v,28
/d/v/u/v,30
/v/v/n/d,77
/v/n/d/n,26
/n/v/v/d,71
/v/n/v/d,51
/v/v/v/r,65
/d/v/n/v,59
/n/d/n/v,36
/n/n/v/n,291
/n/v/n/u,29
/u/v/v/n,75
/v/v/n/n,299
/d/n/d/v,13
/v/n/u/v,111
/d/n/v/v,104
/n/n/n/n,117
/n/v/v/u,120
/n/v/d/n,20
/n/v/n/r,14
/d/n/n/v,19
/d/n/n/n,9
/n/d/n/n,7
/n/n/n/v,146
/v/v/n/u,55
/n/u/n/v,34
/v/n/u/n,9
/v/u/n/v,79
/v/v/u/r,8
/d/v/v/n,67
/v/r/n/v,8
/v/u/v/d,7
/n/n/v/d,21
/n/v/d/v,22
/v/d/n/n,14
/n/n/u/v,9
/u/v/u/v,8
/v/u/v/u,40
/n/r/v/u,6
/n/v/n/d,46
/n/u/v/n,43
/n/n/v/u,24
/u/v/n/u,16
/u/v/v/u,24
/v/v/u/u,9
/v/v/r/v,93
/v/r/v/n,20
/v/n/d/u,9
/v/u/v/r,12
/r/v/n/v,16
/n/n/d/n,22
/d/v/v/u,6
/n/d/v/n,29
/v/u/v/n,80
/u/n/v/v,34
/m/m/m/m,7
/d/u/n/v,6
/v/n/u/d,10
/a/n/m/ws,1
/a/ws/ws/u,1
/d/m/ws/a,1
/d/nd/n/ws,1
/d/v/m/ws,1
/i/ws/ws/v,1
/m/ws/a/ws,1
/m/ws/ws/ws,2
/n/m/ws/ws,1
/n/nh/v/v,6
/nh/v/v/n,6
/v/n/m/n,6
/v/v/u/d,37
/v/u/u/v,10
//file2.qidian.com/chapters/201110/28/2099680634554212187575445992507.jpg/ws/u/n/u,1
/a/m/ws/ws,1
/c/v/r/m,1
/d/u/ws/ws,1
/m//file2.qidian.com/chapters/201110/28/2099680634554212187575445992507.jpg/ws/u/n,1
/m/m/ws/a,1
/m/u/ws/ws,1
/m/ws/p/m,1
/m/ws/v/c,1
/u/n/v/n,24
/v/n/n/u,12
/r/v/u/v,6
/v/d/n/u,8
/v/n/n/d,11
/v/d/v/u,23
/d/v/v/d,4
/n/n/d/v,4
/r/u/v/n,4
/v/u/n/d,4
/v/n/v/r,16
/v/u/n/u,6
/v/n/r/v,20
/r/d/v/v,14
/d/u/v/v,35
/v/r/r/v,8
/d/n/v/u,6
/n/v/v/r,6
/d/r/v/v,9
/a/v/n/v,9
/n/d/n/d,14
/v/n/n/r,7
/v/u/d/n,7
/n/r/v/v,7
/n/r/u/v,6
/u/n/d/v,7
/n/v/u/n,16
/u/v/n/d,7
/v/p/v/n,6
/d/u/v/n,9
/d/v/n/d,5
/d/v/d/v,7
/u/r/v/v,7
/v/u/r/d,6
/v/r/v/u,7
/u/v/v/r,7
/n/v/r/v,9
/d/v/n/n,6
/r/v/n/u,7
/v/nh/v/n,6
