词性,出现次数
/v/v/v/v/v,788
/n/n/v/n/n,30
/v/n/n/v/n,44
/v/v/n/v/n,153
/n/n/v/v/v,83
/n/v/n/n/v,89
/v/d/v/v/n,19
/v/v/v/v/n,358
/d/v/v/n/v,26
/n/v/v/u/v,67
/u/v/n/n/v,11
/v/n/v/v/v,297
/n/v/u/v/n,21
/v/n/v/n/v,187
/n/v/v/v/d,9
/v/n/n/n/d,5
/v/u/n/v/u,5
/d/n/n/v/v,8
/d/u/n/v/v,10
/v/v/n/v/v,275
/n/v/v/n/v,139
/v/n/v/v/n,157
/n/r/v/v/v,36
/n/v/v/n/n,26
/u/u/n/v/n,4
/u/v/v/v/v,90
/v/n/v/v/u,35
/v/v/v/n/d,14
/u/v/n/n/n,5
/a/v/u/n/n,4
/d/v/v/v/v,123
/n/a/v/v/n,4
/d/v/v/n/n,17
/n/v/v/v/v,339
/u/d/v/v/n,3
/v/nh/v/p/v,3
/d/n/v/n/u,8
/d/u/v/a/u,2
/n/d/u/v/v,8
/n/n/n/n/u,2
/n/n/n/v/v,63
/n/v/u/n/v,15
/v/v/r/u/v,5
/v/v/v/u/v,152
/d/v/n/u/v,4
/d/v/v/r/u,4
/u/v/d/v/n,14
/v/d/v/n/v,9
/v/n/u/v/v,38
/v/n/v/d/v,31
/u/r/v/v/v,14
/r/u/r/v/v,5
/u/r/u/r/v,5
/v/v/u/r/v,21
/v/v/u/v/v,89
/v/v/v/u/r,5
/v/v/v/v/d,54
/d/v/v/v/u,4
/n/n/nh/v/v,6
/n/nh/v/v/nh,6
/n/v/n/d/v,12
/nh/q/v/v/d,6
/u/v/v/v/n,44
/v/d/n/v/n,6
/v/d/v/v/v,91
/v/n/u/n/v,10
/v/u/v/u/v,11
/u/u/v/v/n,4
/v/n/n/n/v,35
/v/v/r/v/v,49
/m/n/v/d/n,3
/n/n/r/n/d,3
/n/n/u/n/v,7
/n/n/v/n/u,15
/n/n/v/r/q,3
/n/r/n/d/d,3
/v/v/v/n/n,104
/n/v/v/v/n,122
/n/n/v/n/d,4
/n/v/v/u/n,9
/u/v/v/d/v,13
/v/v/n/v/u,21
/d/a/v/n/v,3
/d/u/n/u/v,3
/v/v/n/n/n,48
/n/n/n/n/n,70
/v/n/n/n/n,10
/n/v/n/r/v,7
/n/v/v/n/u,20
/r/n/v/v/n,13
/v/d/v/v/u,28
/v/v/d/v/v,91
/v/v/v/r/v,27
/v/n/d/v/v,18
/v/v/v/v/r,32
/v/r/v/v/v,51
/v/v/m/v/v,11
/n/n/v/n/v,35
/v/n/v/r/n,6
/n/v/d/v/n,5
/n/v/n/v/r,5
/r/v/n/v/v,11
/v/n/n/v/v,114
/v/v/v/d/v,60
/v/u/v/n/v,35
/u/v/v/n/v,20
/n/v/n/n/u,8
/n/v/n/v/n,68
/d/n/v/v/v,18
/a/v/v/v/v,33
/u/v/n/v/v,29
/v/v/v/n/v,320
/d/v/v/v/d,16
/n/v/v/v/r,4
/r/n/u/r/v,4
/v/v/d/u/v,8
/n/d/v/v/v,19
/r/v/v/n/v,23
/v/d/u/v/v,9
/n/n/n/v/n,22
/n/v/n/v/v,143
/v/v/v/d/n,10
/n/n/v/v/n,37
/n/v/v/n/d,4
/v/v/d/n/v,26
/n/n/v/d/n,8
/v/u/v/v/v,131
/v/v/n/u/n,7
