词性,出现次数
/v/v/v/v,11427
/v/u/v/v,2144
/v/n/v/v,8197
/n/v/n/v,4903
/v/v/n/v,8073
/v/v/v/n,6821
/n/v/v/v,6474
/n/v/u/v,642
/v/r/v/v,990
/v/v/n/r,46
/v/u/v/n,556
/u/v/n/v,738
/n/n/u/n,14
/n/v/u/n,20
/u/v/u/v,146
/v/n/v/n,4826
/v/n/v/u,807
/r/v/v/v,764
/v/v/v/r,485
/v/v/r/v,675
/v/v/v/u,1574
/v/n/n/v,2649
/v/v/n/n,1794
/n/v/n/n,1084
/d/v/v/v,1449
/n/n/n/n,650
/v/n/n/n,735
/n/v/v/n,3373
/n/n/v/n,1160
/n/n/v/v,2011
/u/v/d/v,15
/n/v/u/d,36
/v/v/u/v,1882
/n/n/n/v,816
/v/d/v/v,1148
/v/v/v/d,956
/v/v/d/v,1059
/nh/v/n/v,9
/v/u/d/v,62
/v/d/n/v,439
/v/v/n/d,403
/v/n/d/v,540
/u/n/v/v,215
/v/v/n/u,246
/d/n/v/v,498
/u/v/v/v,1877
/n/n/v/u,81
/u/v/v/n,491
/v/u/n/v,246
/v/v/r/n,69
/n/v/v/r,104
/v/v/d/n,200
/a/v/v/v,64
/n/u/n/d,8
/r/v/u/v,48
/n/u/v/v,278
/u/n/v/n,83
/u/n/nh/n,3
/v/n/n/d,41
/v/n/v/d,345
/d/v/n/v,507
/v/n/u/v,417
/n/v/v/u,446
/n/d/v/v,292
/u/r/v/v,39
/d/v/n/n,29
/n/v/u/r,5
/v/v/v/nh,15
/u/n/n/v,14
/n/v/v/d,325
/n/m/v/v,17
/n/v/n/d,99
/d/v/v/n,209
/n/v/d/n,54
/v/n/n/u,61
/n/d/v/n,89
/v/r/n/v,61
/d/u/n/v,12
/v/u/r/v,48
/n/v/r/v,113
/v/n/u/n,24
/u/v/n/u,15
/v/d/v/n,209
/v/n/d/n,72
/u/v/v/u,139
/m/v/v/v,25
/v/v/u/u,18
/n/d/n/v,104
/v/d/v/d,66
/n/d/u/v,14
/n/v/d/v,220
/d/d/v/v,11
/r/n/v/n,32
/r/v/v/r,7
/v/n/r/v,36
/v/r/v/r,22
/d/v/u/v,80
/v/u/r/n,7
/n/n/d/v,40
/v/r/n/u,6
/v/v/u/n,89
/v/u/v/u,145
/v/v/u/d,32
/v/n/v/r,40
/nh/v/u/v,8
/d/v/r/v,15
/v/r/v/u,45
/d/v/d/v,50
/u/d/v/v,75
/d/n/d/v,53
/d/v/v/u,44
/u/u/v/v,25
/v/u/u/v,28
/a/r/v/v,6
/n/u/d/v,6
/n/u/v/n,80
/v/r/v/n,79
/v/r/r/v,10
/v/d/n/n,16
/n/r/n/v,21
/n/v/n/u,105
/u/v/n/n,73
/v/u/n/n,30
/v/v/v/a,16
