词性,出现次数
/v/v/n/v/v,510
/n/v/v/n/v,218
/v/n/n/n/n,19
/n/n/n/n/n,86
/v/n/v/v/n,185
/n/v/n/n/n,17
/n/v/v/v/v,610
/v/n/v/v/v,528
/n/n/n/v/v,82
/n/r/v/n/v,14
/d/n/v/n/v,15
/n/v/n/v/n,71
/d/u/v/n/v,9
/n/v/u/v/v,54
/v/d/n/v/n,18
/v/n/v/n/v,218
/v/u/v/v/n,70
/v/v/u/v/v,163
/v/v/v/a/v,19
/v/v/v/v/v,1413
/d/v/v/v/v,253
/v/v/v/v/u,226
/v/v/v/v/n,539
/v/n/v/u/v,34
/v/v/n/v/u,44
/d/v/v/n/v,45
/r/v/n/n/v,6
/n/d/v/v/v,83
/n/u/v/n/v,10
/n/v/n/v/v,196
/v/u/v/v/v,237
/v/v/v/n/v,501
/v/v/v/u/v,139
/n/n/v/u/v,10
/u/v/v/v/v,221
/v/d/v/v/v,206
/v/v/d/v/v,147
/c/n/r/q/r,4
/d/u/d/v/v,4
/n/d/v/a/u,4
/n/n/d/v/a,4
/n/v/v/v/n,183
/r/r/n/v/v,4
/r/v/r/u/v,4
/r/v/r/v/v,7
/u/n/v/v/u,10
/u/v/n/n/u,4
/v/n/v/n/u,10
/v/u/v/p/v,4
/n/n/d/v/v,29
/v/v/v/d/v,175
/n/v/v/n/n,53
/n/v/nh/v/v,4
/u/v/nh/v/v,4
/u/u/v/v/d,7
/u/d/v/n/v,6
/v/n/n/v/v,143
/v/u/d/v/n,10
/r/v/v/v/v,149
/v/v/v/v/d,119
/nd/v/v/v/v,6
/v/d/u/v/v,14
/d/v/v/v/n,55
/r/v/v/n/v,33
/v/v/n/n/v,205
/v/v/v/n/n,113
/d/v/n/v/v,51
/n/n/n/v/p,6
/n/n/u/v/v,9
/r/v/d/n/v,6
/u/n/n/n/n,6
/v/v/d/u/v,18
/v/v/u/u/v,30
/n/v/n/nh/n,4
/v/v/n/v/n,246
/v/n/v/u/r,4
/v/v/u/n/v,32
/v/v/n/v/r,7
/a/r/v/v/v,6
/r/r/v/v/n,5
/v/r/v/v/v,114
/n/v/n/r/v,26
/v/d/r/r/v,3
/v/r/u/v/v,3
/v/r/v/v/r,15
/v/v/u/r/v,11
/a/v/d/v/u,2
/c/v/v/n/r,2
/c/v/v/n/v,2
/m/v/n/r/d,2
/d/d/u/v/v,5
/d/u/v/v/v,20
/u/v/u/v/v,20
/v/u/v/u/v,36
/n/v/v/v/u,67
/ws/v/a/d/n,5
/d/v/d/n/v,4
/d/v/v/v/u,20
/n/n/n/n/v,27
/n/n/v/v/v,155
/v/n/n/v/n,72
/n/v/d/v/n,17
/v/n/n/n/d,4
/v/n/v/d/n,4
/n/n/v/n/v,47
/v/n/v/v/u,54
/n/d/n/v/v,34
/n/v/n/d/v,10
/n/v/n/v/d,19
/n/v/v/v/m,10
/u/v/n/d/n,4
/u/v/v/n/v,52
/v/v/v/n/d,46
/n/v/v/v/r,36
/a/n/v/q/v,4
/d/d/d/v/v,4
/d/n/u/v/v,8
/d/v/v/v/nt,4
/n/r/n/a/a,4
/n/u/v/u/d,4
/n/u/v/u/u,4
/u/n/v/v/v,51
/v/u/n/v/v,38
/v/v/n/c/v,10
/n/d/n/u/v,3
/n/d/u/m/v,3
/a/u/v/n/v,6
/u/v/v/u/v,27
/d/n/v/v/v,44
/d/v/u/v/v,22
/v/n/n/n/v,45
/v/v/v/r/v,96
/u/v/v/n/n,14
/u/v/v/r/v,8
/v/n/r/v/v,8
/r/v/d/v/v,5
/n/d/v/d/v,4
/v/d/v/v/d,9
/u/v/v/v/n,53
/v/d/v/n/v,49
/v/v/r/v/v,106
/d/v/v/n/d,8
/u/d/v/v/v,9
/u/u/v/v/v,18
/n/n/u/d/v,6
/u/u/v/v/n,6
/u/v/n/r/v,11
/n/d/r/v/u,4
/n/n/n/v/q,4
/n/r/v/v/v,35
/p/v/n/n/n,4
/r/n/d/r/v,4
/r/n/v/d/v,4
/v/n/v/r/v,30
/v/r/n/d/r,4
/v/v/n/r/n,8
/v/n/u/v/v,20
/n/v/n/n/v,61
/v/d/v/r/v,13
/v/v/v/v/r,72
/d/n/v/v/n,11
/n/v/d/v/v,12
/u/v/n/v/n,24
/d/d/v/v/v,11
/v/a/n/v/v,9
/v/r/v/d/v,6
/v/v/r/u/v,13
/r/v/v/v/n,38
/v/v/v/r/u,13
/d/r/v/v/v,3
/v/u/r/v/u,6
/a/n/n/d/v,4
/c/v/u/n/d,4
/n/n/n/v/n,36
/n/n/r/n/v,4
/n/n/u/v/n,7
/n/u/v/v/r,4
/n/v/n/v/u,12
/v/v/u/v/n,41
/r/v/v/v/r,5
/v/n/nh/v/v,5
/v/u/v/d/v,5
/v/n/v/u/n,10
/a/d/n/n/r,3
/d/v/d/v/v,13
/d/v/r/d/n,3
/u/v/n/v/v,29
/a/v/v/v/v,21
/n/a/v/v/v,8
/n/v/u/v/u,9
/n/v/v/d/u,16
/v/r/d/n/v,10
/v/v/n/r/v,36
/v/v/u/q/n,6
/v/d/v/v/n,31
/v/u/v/v/d,30
/n/u/v/u/n,4
/n/v/n/v/r,4
/v/n/v/p/v,9
/n/n/v/v/r,5
/nh/v/v/v/v,4
/v/n/u/v/nh,6
/v/v/v/n/a,6
/v/r/v/n/v,18
/v/v/r/v/d,5
/n/v/v/v/d,31
/n/u/v/v/v,9
/v/r/v/v/n,10
