词性,出现次数
/v/u/v,12183
/d/v/v,66670
/n/d/v,62024
/v/u/n,55214
/d/v/u,28826
/v/v/u,37854
/r/d/v,9690
/d/v/r,5539
/v/v/v,30270
/v/r/v,5681
/n/u/n,19077
/u/n/v,21845
/a/u/n,1974
/u/n/n,991
/d/d/v,31574
/u/n/d,7995
/v/v/r,4867
/d/v/n,6058
/n/v/v,23938
/v/d/v,27165
/v/n/v,12166
/v/v/n,23213
/n/n/v,534
/n/v/n,1792
/v/u/r,994
/v/n/n,762
/n/n/n,339
/m/q/n,7561
/n/v/u,9030
/r/u/n,157
/v/m/q,2508
/v/u/m,2329
/v/n/u,385
/u/v/u,134
/r/v/v,178
/u/n/u,27
/n/d/d,80
/u/n/r,44
/r/v/u,212
/u/m/q,55
/d/a/u,37
/v/r/n,163
/nh/d/v,41
/m/m/m,106
/m/n/n,45
/m/m/n,44
/n/m/m,26
/nh/v/u,37
/v/nh/v,61
/n/d/a,28
/r/v/r,41
/v/n/d,44
/a/u/v,47
