词性,出现次数
/v/n/v/n/v,37
/v/n/n/v/v,25
/d/v/n/v/v,25
/n/v/n/n/v,11
/n/v/n/v/n,45
/n/v/v/v/d,6
/v/n/v/d/v,11
/v/n/v/v/v,107
/v/v/v/d/v,26
/a/n/d/d/v,2
/v/v/v/v/n,135
/v/u/r/n/v,4
/v/v/v/v/v,280
/d/n/v/v/v,20
/d/v/v/v/v,57
/n/n/v/n/u,6
/n/v/d/n/v,7
/n/v/n/v/c,3
/r/v/v/r/v,3
/u/n/v/v/n,6
/n/v/v/v/v,108
/v/v/u/d/v,7
/d/r/v/d/v,2
/d/v/a/u/d,2
/d/v/n/n/v,14
/d/v/n/r/v,8
/m/v/u/n/r,2
/n/c/u/p/v,2
/n/n/v/v/d,8
/n/u/d/v/n,2
/v/d/v/v/n,9
/v/v/v/n/d,13
/v/n/v/r/v,4
/v/n/v/v/n,37
/v/v/a/v/v,4
/v/v/v/d/n,4
/d/v/v/n/d,10
/v/u/v/n/v,17
/n/v/n/v/v,42
/n/v/u/v/v,21
/u/v/d/v/u,4
/v/n/n/v/n,7
/v/u/n/v/v,4
/v/v/v/n/v,64
/v/r/v/n/n,5
/r/v/v/d/v,4
/v/r/v/v/d,8
/v/v/n/d/v,23
/d/n/d/n/v,3
/d/n/v/v/r,3
/d/v/r/d/r,3
/d/v/v/d/u,6
/n/d/n/v/v,3
/v/r/v/v/v,28
/v/v/n/v/n,22
/a/n/d/u/v,3
/d/n/v/r/v,3
/d/v/v/v/r,6
/n/d/n/v/n,6
/n/r/r/n/v,3
/u/v/v/v/n,22
/v/d/v/v/v,53
/v/n/v/n/r,3
/v/v/n/v/v,98
/n/v/v/n/v,76
/r/v/u/v/v,3
/u/u/u/v/v,3
/v/n/r/v/r,3
/v/n/v/n/n,13
/u/r/v/v/v,5
/d/u/v/v/n,9
/r/v/v/v/r,7
/r/v/v/v/v,7
/v/n/v/n/d,7
/v/r/u/r/v,3
/v/v/v/r/v,14
/d/v/n/v/d,4
/n/d/v/v/d,3
/p/v/v/n/v,3
/q/v/v/v/v,3
/r/d/v/n/v,3
/r/v/v/n/d,6
/u/v/d/v/v,12
/u/v/v/n/v,11
/v/v/r/v/v,20
/d/n/r/v/v,3
/d/u/u/v/n,3
/n/n/n/v/n,15
/n/v/a/v/u,3
/n/v/v/v/n,46
/n/n/v/v/v,37
/d/n/n/v/r,3
/d/v/n/v/u,3
/d/v/v/u/v,13
/n/n/n/n/n,17
/n/r/v/u/v,3
/n/v/v/n/r,3
/d/n/n/n/v,3
/n/d/v/u/v,6
/n/r/d/v/v,3
/n/v/n/d/n,6
/n/v/v/n/nh,3
/r/v/v/n/v,6
/u/v/n/d/v,7
/r/v/n/v/v,20
/a/v/v/v/v,6
/n/u/v/v/v,9
/u/v/n/r/v,6
/u/v/v/v/v,51
/v/v/v/v/d,35
/v/v/v/nh/v,8
/r/n/v/v/v,3
/v/v/u/u/v,6
/v/v/u/v/v,46
/a/v/d/n/v,2
/c/d/q/v/v,2
/n/v/d/n/n,6
/v/n/v/d/n,9
/n/d/v/v/v,26
/n/n/d/n/v,4
/n/v/d/v/v,24
/n/n/n/n/v,14
/v/d/v/v/d,4
/v/u/v/v/d,11
/d/d/v/d/v,3
/d/v/v/n/v,17
/n/n/n/r/u,3
/n/v/d/v/a,3
/r/v/n/v/n,6
/r/v/v/r/d,3
/u/d/v/v/d,3
/v/d/v/a/v,3
/a/u/v/v/v,3
/d/v/n/u/v,3
/n/v/v/n/u,6
/u/v/n/v/u,10
/v/d/v/v/u,3
/u/v/n/nh/n,3
/u/v/v/d/n,3
/u/v/v/n/d,6
/v/u/v/u/n,3
/a/a/v/v/u,2
/a/d/v/v/v,4
/a/n/n/u/n,2
/n/d/u/v/v,4
/n/u/v/n/d,4
/n/v/v/n/d,7
/n/v/v/n/n,7
/u/v/n/v/v,21
/c/v/v/d/v,3
/d/v/r/v/v,3
/n/v/v/u/p,5
/v/u/v/v/v,39
/v/v/v/v/u,41
/n/v/v/u/u,4
/n/v/v/v/u,20
/r/n/r/n/v,4
/r/n/v/v/d,4
/n/v/n/n/n,12
/n/v/v/d/v,15
/v/v/d/v/n,18
/v/n/d/d/v,6
/n/r/v/v/v,17
/v/n/d/n/v,4
/v/v/d/v/v,12
/d/v/d/u/n,3
/n/d/d/v/v,3
/v/v/v/n/n,46
/v/d/v/n/n,8
/d/n/u/v/v,3
/n/n/v/nh/v,3
/v/u/n/v/n,4
/v/v/v/u/v,16
/n/d/n/v/u,9
/n/n/v/v/u,13
/n/v/n/v/u,3
/n/v/v/d/u,6
/n/v/v/u/n,6
/u/n/v/u/v,3
/v/v/d/u/n,4
/d/v/v/d/n,3
/v/n/v/u/n,9
/v/r/v/v/u,6
/d/d/m/n/r,2
/d/d/u/v/u,2
/d/n/u/v/r,2
/d/u/d/v/u,2
/d/u/u/n/d,2
/d/v/r/n/u,2
/v/v/n/n/n,13
/v/m/v/d/v,3
/n/n/v/r/v,6
/n/v/r/v/n,6
/n/v/v/u/v,3
/u/n/d/v/v,3
/d/v/n/v/a,3
/n/d/v/n/u,3
/r/v/n/n/v,3
/v/m/v/v/v,3
/v/n/r/v/n,3
/v/n/v/u/u,3
/v/p/n/n/v,3
/v/u/v/n/r,3
/m/v/v/v/v,6
/n/v/v/r/v,3
/r/v/d/n/v,3
/u/u/u/v/n,3
/v/d/u/v/v,9
/a/v/v/r/m,2
/v/n/n/v/u,5
/u/v/v/n/n,4
/v/d/v/n/v,7
/n/v/v/r/d,3
/v/n/r/v/v,3
/d/n/m/v/v,2
/d/n/n/u/v,2
/d/n/u/a/v,2
/d/n/v/n/d,2
/d/nh/d/u/v,2
/v/nh/v/v/v,4
/nh/v/n/r/v,3
/r/v/v/v/n,3
/u/r/v/nh/v,3
/u/v/v/v/u,3
/v/p/v/r/v,3
/v/r/v/r/v,3
/d/v/v/v/d,5
/m/v/n/d/v,3
/n/v/v/u/d,3
/u/nh/n/u/n,3
/u/v/u/u/v,3
/v/n/r/v/u,3
/v/v/n/n/v,10
/d/d/n/r/v,2
/d/n/n/v/n,10
/v/n/v/n/c,4
/n/m/v/v/v,3
/n/v/n/u/v,3
/v/d/n/n/v,6
/v/n/m/n/v,3
/v/r/u/n/v,3
/n/v/v/v/r,8
/n/v/d/v/u,3
/v/r/v/d/r,3
/v/u/u/v/d,3
/v/u/v/u/v,8
/n/n/r/v/v,8
/v/v/u/v/r,4
/n/n/v/n/v,17
/n/v/u/v/n,6
/r/d/n/v/n,3
/r/n/n/r/v,6
/r/n/v/u/v,3
/n/n/v/d/a,3
/n/v/u/r/d,3
/v/a/u/v/m,3
/v/n/a/n/n,3
/v/v/n/r/v,10
/a/n/n/v/d,2
/a/n/v/n/a,2
/r/v/q/v/v,3
/d/v/n/nh/d,2
/m/v/d/v/v,2
/n/m/u/d/v,2
/n/n/d/u/u,2
/n/n/u/v/n,6
/n/u/u/n/v,2
/v/u/n/n/v,4
/n/nh/v/v/v,3
/n/v/r/u/u,3
/a/n/n/v/u,2
/a/u/v/v/u,2
/a/v/u/n/n,2
/a/v/v/n/n,2
/a/v/v/n/v,2
/a/u/u/v/v,3
/d/v/u/v/r,3
/n/n/n/v/v,15
/v/n/u/v/n,4
/n/m/v/n/v,3
/n/n/m/v/n,3
/n/v/v/p/v,3
/n/r/v/v/d,4
/r/v/d/u/v,3
/d/n/r/u/n,2
/d/u/v/n/v,2
/d/v/c/n/d,2
/d/v/r/n/r,2
/d/v/u/u/r,2
/d/v/v/d/v,2
/d/v/v/v/n,9
/n/v/nh/r/u,3
/v/n/v/u/v,11
/v/r/n/v/u,3
/v/u/m/v/v,3
/a/r/n/r/v,2
/a/v/n/d/v,2
/a/v/v/v/r,2
/d/n/v/v/u,6
/a/n/v/v/v,2
/a/nh/n/v/v,2
/a/v/v/d/n,2
/d/a/n/v/d,2
/d/n/n/nd/v,2
/v/u/v/d/v,5
/v/n/v/d/u,4
/v/nd/v/v/v,7
/v/u/v/v/u,4
/v/v/d/u/v,4
/v/d/n/v/v,8
/v/v/u/n/n,8
/n/n/v/v/n,13
/d/v/v/r/v,10
/u/v/a/v/v,4
/n/v/r/v/v,8
/n/v/v/r/n,3
/d/v/d/v/v,8
/v/d/v/d/v,5
/r/n/d/v/v,4
/v/v/d/d/v,8
/d/d/v/v/n,3
/a/n/d/m/n,3
/n/d/d/n/v,3
/u/d/v/d/v,3
/u/v/v/r/v,3
/v/r/v/r/n,3
/d/n/v/v/n,4
/n/d/v/r/v,4
/v/n/v/v/u,9
/a/v/n/v/v,3
/d/v/n/d/v,3
/u/d/n/v/u,4
/n/v/v/v/m,6
/u/n/u/a/v,3
/v/d/u/d/n,3
/v/u/v/nd/d,3
/v/v/u/v/u,3
/a/u/v/v/n,2
/a/v/v/nd/v,2
/v/d/d/v/v,7
/v/d/v/v/r,4
/v/v/v/r/r,4
/v/n/d/v/u,3
/v/n/n/d/v,3
/v/r/n/d/u,3
/u/n/n/v/v,4
/d/v/v/v/u,3
/n/d/r/n/u,3
/n/u/d/v/u,3
/u/n/v/n/v,3
/d/n/v/n/v,6
/n/n/c/v/n,3
/n/r/n/r/v,3
/n/r/v/v/n,7
/n/v/n/n/c,3
/v/n/d/v/v,12
/n/n/m/m/n,3
/v/n/n/n/r,3
/v/v/v/n/r,6
/v/v/v/v/r,19
/n/u/n/d/v,4
/n/v/d/u/v,4
/d/n/n/n/n,3
/m/n/v/v/n,3
/n/v/q/d/n,3
/u/v/n/n/v,7
/v/v/n/v/u,4
/r/v/v/v/d,3
/u/d/v/v/n,7
/v/n/d/u/v,3
/v/nh/nh/v/n,3
/v/v/n/d/u,3
/v/v/u/v/d,3
/d/d/v/v/u,4
/v/r/v/n/v,8
/u/d/v/v/r,3
/v/a/d/v/v,3
/v/n/v/v/d,3
/d/v/r/v/n,3
/n/u/v/v/n,4
/n/n/u/u/d,3
/n/r/u/n/v,3
/v/n/n/d/n,3
/v/n/n/v/d,3
/v/n/v/n/u,5
/d/v/n/v/n,4
/n/u/v/n/v,6
/a/v/d/v/v,3
/d/r/v/n/v,3
/u/n/c/v/v,3
/u/v/n/v/n,3
/v/u/v/n/d,3
/v/v/u/v/n,3
/a/a/v/r/n,2
/v/u/d/v/v,5
/n/n/r/u/d,4
/d/a/v/v/v,3
/n/d/r/v/n,3
/n/d/u/v/n,3
/r/n/d/v/d,3
/r/n/n/r/u,3
/r/d/v/v/n,3
/r/v/d/v/v,3
/u/n/v/v/d,3
/n/n/v/n/n,19
/d/n/v/u/u,3
/v/v/u/n/v,3
/c/u/v/v/v,2
/d/d/v/v/r,2
/d/n/u/u/d,2
/d/n/v/d/d,2
/n/m/d/u/v,3
/r/a/r/v/v,3
/d/r/v/v/n,3
/n/n/u/v/v,7
/n/v/d/v/n,3
/p/u/v/d/u,3
/r/n/v/n/u,3
/u/d/n/v/v,3
/a/v/v/v/u,3
/d/v/v/v/a,3
/n/c/n/v/v,3
/n/n/d/u/v,3
/n/n/p/v/v,3
/d/m/n/n/n,3
/n/u/v/n/n,3
/v/n/r/d/u,3
/v/v/d/n/n,3
/v/n/r/r/n,4
/v/v/n/u/v,4
/n/d/n/n/n,3
/n/d/v/v/n,6
/n/n/d/n/n,3
/n/n/n/d/n,3
/n/n/v/u/v,3
/n/v/n/n/d,3
/n/r/v/d/v,4
/v/v/n/v/m,4
/a/v/n/n/v,3
/d/n/v/d/n,5
/d/u/v/v/v,3
/n/n/nh/v/v,3
/n/v/v/v/a,7
/v/u/d/v/n,4
/a/n/v/n/n,3
/u/n/v/v/v,3
/n/d/d/v/d,3
/n/d/v/n/v,3
/n/v/r/v/u,3
/u/v/u/n/v,3
/u/v/u/v/u,3
/d/m/u/r/v,3
/n/v/n/c/v,3
/v/n/d/n/u,3
/d/d/u/n/v,3
/v/d/v/d/d,3
/v/n/d/r/v,3
/n/v/u/n/v,5
/v/r/n/v/v,5
/v/u/n/v/u,5
/u/n/v/u/n,4
/r/n/v/n/n,3
/r/v/u/v/r,3
/u/d/r/n/d,3
/u/r/d/v/u,3
/u/v/n/u/r,3
/n/v/n/v/m,3
/v/v/r/v/n,3
/c/v/v/n/v,2
/d/n/d/n/c,2
/d/u/v/u/q,2
/d/v/d/u/v,2
/m/n/q/v/u,2
/m/n/v/m/q,2
/m/q/d/u/d,2
/n/n/v/d/n,4
/v/d/n/v/n,4
/n/c/d/v/v,3
/nh/nh/nh/nh/nh,3
/n/d/d/v/n,3
/n/v/u/v/d,3
/r/a/n/v/d,3
/v/u/v/d/u,3
/a/d/v/d/n,2
/a/n/v/d/p,2
/d/d/v/p/n,2
/u/d/v/v/v,4
/v/u/v/v/n,4
/m/v/v/v/n,3
/a/p/v/n/v,2
/d/m/n/nd/m,2
/d/n/nh/u/n,2
/n/m/n/n/v,3
/n/n/u/n/n,3
/n/r/v/nh/v,3
/d/v/v/v/p,4
/p/n/v/v/r,4
/v/n/n/n/v,4
/v/n/n/n/n,4
/n/v/d/d/v,3
/n/v/n/n/a,3
/nh/v/v/v/v,3
/u/v/u/v/v,4
/v/r/n/v/r,4
/b/v/v/v/v,4
