词性,出现次数
/v/v/v/v,2787
/v/n/v/v,1968
/v/v/n/v,1975
/n/v/v/n,748
/v/v/v/n,1784
/v/v/v/r,212
/v/r/v/v,246
/v/n/n/v,653
/r/v/v/v,221
/v/v/n/n,517
/n/v/v/v,1688
/v/d/v/v,299
/v/v/r/v,276
/d/n/v/v,88
/v/v/v/d,276
/u/v/v/v,394
/n/u/v/v,81
/v/n/d/v,32
/v/u/v/v,576
/v/v/d/v,263
/v/v/u/v,503
/n/v/n/v,1109
/v/n/v/n,1133
/u/v/v/n,52
/d/v/v/v,219
/v/d/n/n,15
/v/u/n/v,32
/v/n/r/v,14
/v/d/n/v,102
/n/n/v/n,139
/v/r/v/n,51
/n/n/v/u,14
/n/n/v/v,325
/n/n/n/v,59
/d/v/v/d,20
/v/n/n/n,46
/n/n/n/n,163
/n/v/n/n,182
/v/v/v/u,363
/d/v/v/n,36
/v/u/v/n,120
/n/v/u/v,141
/v/d/v/n,32
/n/v/n/d,12
/n/v/d/v,11
/n/v/n/u,26
/d/v/n/v,30
/v/v/d/n,60
/v/n/u/v,47
/n/v/v/d,27
/v/n/v/u,124
/d/u/v/v,27
/d/v/u/v,36
/n/d/v/v,16
/n/v/v/u,78
/r/v/u/v,16
/v/v/n/r,15
/u/v/n/v,162
/n/u/v/n,19
/v/d/v/u,8
/v/v/n/u,45
/u/v/u/v,34
/u/d/v/v,16
/n/v/v/r,14
/d/u/r/v,12
/a/v/v/v,10
/v/v/r/n,12
/u/v/v/u,10
/v/r/n/v,10
/v/n/v/r,31
/v/u/r/v,22
/d/n/d/v,10
/a/n/v/n,3
/r/n/u/v,3
/r/u/n/u,3
/v/n/n/u,3
/v/n/r/u,3
/v/n/u/a,3
/v/r/v/r,3
/v/v/nh/v,22
/v/v/n/d,14
/u/u/v/v,10
/n/u/n/v,14
/v/a/v/v,14
/r/v/n/v,29
/n/v/n/r,12
