词性,出现次数
/u/v/r/v/n,4
/n/v/n/u/n,3
/n/v/n/v/p,3
/u/v/n/r/v,3
/u/v/u/v/v,7
/v/r/v/n/v,9
/v/v/v/d/u,14
/v/v/v/u/n,7
/d/d/d/v/v,2
/d/d/v/v/r,2
/v/v/v/v/n,67
/v/v/v/v/v,147
/v/v/n/d/v,6
/v/v/v/n/v,37
/n/u/v/v/v,8
/v/d/v/n/v,5
/v/n/n/v/n,20
/v/v/n/v/d,10
/d/n/v/n/d,4
/n/n/v/n/v,4
/d/v/n/d/v,6
/n/v/v/v/v,56
/p/n/n/v/v,3
/v/d/v/v/u,3
/v/u/r/n/n,3
/v/v/v/u/v,39
/v/v/v/v/u,18
/a/v/d/v/v,2
/a/v/v/u/v,2
/c/d/n/v/n,2
/v/v/v/d/v,42
/u/v/r/v/v,4
/u/v/v/u/v,4
/v/d/v/v/v,16
/v/r/v/v/u,4
/v/v/d/v/v,13
/d/r/n/v/v,3
/d/u/d/v/v,3
/d/v/d/n/r,3
/d/v/v/u/v,6
/u/v/v/n/d,4
/d/v/d/v/n,3
/n/d/n/v/v,6
/u/u/v/v/v,3
/v/d/v/n/c,3
/v/p/n/r/a,3
/v/r/v/v/v,7
/v/u/r/v/d,3
/v/v/v/v/d,19
/v/n/v/v/v,68
/v/n/v/n/v,29
/n/v/n/n/v,14
/d/v/r/v/n,4
/n/v/n/v/n,16
/n/v/n/v/v,44
/r/v/d/v/v,10
/d/v/v/n/r,4
/n/v/v/v/d,11
/r/d/d/u/v,4
/r/v/v/v/d,4
/v/v/n/v/n,21
/v/v/v/d/n,8
/d/n/v/v/v,3
/v/v/n/v/v,41
/n/v/v/n/v,14
/d/u/v/n/d,2
/m/v/p/n/v,2
/n/m/v/n/n,2
/n/n/n/r/m,2
/n/v/d/v/v,12
/n/v/v/n/d,2
/r/v/n/v/d,2
/v/v/u/v/n,9
/n/v/v/v/n,18
/u/v/v/v/v,4
/d/n/v/d/u,3
/n/u/v/v/u,3
/d/n/d/v/v,3
/d/n/r/v/v,3
/d/v/d/n/d,3
/d/v/v/n/v,8
/n/n/v/n/n,9
/n/v/n/n/n,3
/n/v/r/v/r,3
/r/u/r/u/v,3
/r/v/n/d/v,3
/v/v/r/v/v,5
/d/v/d/n/v,4
