,词性,出现次数
2,/d/v/v,5584
0,/v/u/n,5373
3,/n/d/v,4549
4,/v/v/u,3766
15,/d/v/u,2951
5,/u/n/v,2878
7,/v/v/v,2480
1,/n/v/v,2052
19,/v/d/v,2000
12,/v/u/v,1776
16,/r/d/v,1650
10,/n/v/u,1530
6,/v/v/n,1339
8,/n/u/n,1247
11,/d/d/v,1201
20,/v/r/v,1182
17,/v/v/r,1027
18,/d/v/r,889
14,/v/n/v,589
