词性,出现次数
/v/v/v/v/v,208
/v/v/v/v/n,80
/n/v/v/v/v,103
/v/v/n/v/v,77
/v/n/v/v/v,80
/v/v/v/d/n,5
/v/v/v/n/v,70
/v/v/v/v/d,27
/d/v/v/v/v,30
/n/d/v/v/n,7
/v/n/n/v/v,29
/a/n/v/v/v,3
/v/a/n/v/v,3
/v/d/u/v/v,6
/v/v/d/u/v,3
/v/v/n/n/v,6
/a/v/m/d/d,2
/a/v/v/v/d,2
/d/d/n/r/n,2
/n/v/n/n/v,19
/v/r/v/v/v,21
/v/v/n/v/n,46
/d/r/v/v/v,6
/n/n/v/n/n,10
/n/v/m/n/v,3
/n/v/v/n/v,37
/n/v/n/v/n,37
/a/v/v/u/v,3
/d/v/n/n/n,3
/n/n/n/v/v,6
/n/u/v/n/n,3
/r/u/v/u/v,3
/r/v/v/u/v,3
/u/n/r/v/v,3
/u/r/u/v/u,3
/u/r/v/v/d,3
/v/u/v/v/v,51
/n/d/v/v/v,24
/u/v/v/v/v,35
/v/v/v/d/v,18
/v/v/v/v/r,11
/a/v/v/v/v,5
/d/v/v/n/v,16
/n/n/n/n/n,46
/v/v/d/v/v,20
/v/v/v/u/v,21
/r/v/v/v/v,15
/u/d/v/v/v,5
/v/v/r/v/v,19
/d/v/r/v/v,4
/n/v/d/v/n,11
/v/n/v/n/v,41
/d/n/v/v/n,7
/n/v/d/d/v,4
/v/n/v/d/u,4
/v/v/u/v/v,30
/n/r/v/u/v,6
/n/v/n/r/v,3
/n/v/v/u/v,10
/r/u/v/v/d,3
/u/n/d/v/v,3
/u/v/n/d/v,3
/u/v/v/v/u,3
/v/d/v/v/r,7
/v/n/d/m/v,3
/r/n/v/v/v,6
/v/r/v/r/v,6
/v/v/r/v/r,6
/n/v/d/v/v,12
/n/v/v/v/n,31
/v/d/v/v/d,5
/v/r/v/v/n,9
/u/v/n/n/n,7
/u/u/v/n/n,3
/u/v/v/n/v,9
/v/u/n/v/v,7
/a/a/v/u/v,2
/a/m/n/v/r,2
/a/v/n/u/n,2
/r/v/n/v/v,10
/n/d/n/v/v,8
/v/n/d/n/v,7
/v/v/v/u/d,4
/c/d/v/v/v,3
/d/n/d/n/v,3
/d/n/v/n/v,9
/q/v/u/v/n,3
/r/v/u/u/n,3
/r/v/u/v/v,3
/v/u/v/v/u,7
