词性,出现次数
/v/v/v/v,1200
/n/v/v/v,712
/v/v/n/v,852
/v/v/v/n,627
/v/n/v/v,927
/d/v/v/v,87
/v/n/v/n,447
/v/v/v/d,157
/v/n/d/v,27
/v/v/n/d,58
/v/u/v/v,313
/v/u/v/u,16
/v/u/n/v,27
/n/v/r/v,12
/v/r/n/v,19
/v/r/v/v,111
/v/v/n/u,52
/n/n/v/u,10
/v/n/n/v,191
/n/v/n/v,468
/v/d/n/v,14
/d/n/v/v,29
/n/v/v/n,420
/v/v/n/n,78
/v/v/u/v,225
/u/v/v/v,245
/v/v/v/u,131
/n/n/v/n,119
/n/n/n/v,49
/u/v/n/v,22
/v/d/v/v,127
/v/v/v/r,70
/r/v/v/v,119
/n/n/v/v,73
/v/v/u/d,16
/n/v/v/u,14
/v/u/v/n,57
/n/u/v/v,16
/n/v/n/n,111
/v/n/v/u,50
/v/u/d/v,10
/v/v/d/v,157
/v/n/n/n,55
/n/u/n/v,11
/u/n/v/n,8
/u/v/u/v,8
/u/v/v/u,8
/v/n/u/v,46
/u/v/v/n,47
/n/n/n/n,43
/n/v/n/d,4
/a/v/v/v,3
/v/v/d/n,16
/d/v/v/n,14
/n/v/v/d,35
/n/d/v/v,8
/d/v/n/d,6
/r/v/v/r,6
/v/v/r/v,118
/d/n/v/n,20
/u/d/n/v,12
/u/n/v/v,12
/u/v/d/n,12
/v/d/v/n,30
/d/v/n/v,12
/v/r/v/n,26
/v/n/r/v,26
/r/v/r/v,24
/v/r/v/r,22
/r/v/v/n,14
/v/n/v/d,6
/n/v/u/v,10
/d/u/v/v,7
