,词性,出现次数
0,/d/v/v,9691
1,/n/d/v,8528
8,/v/u/n,8290
10,/v/v/u,5892
7,/v/v/v,4442
12,/d/d/v,4345
11,/d/v/u,4268
2,/n/u/n,3986
3,/n/v/v,3482
9,/u/n/v,3380
6,/v/d/v,3237
4,/v/v/n,3200
14,/v/u/v,1780
21,/r/d/v,1608
17,/v/n/v,1510
22,/v/r/v,1413
19,/v/v/r,1322
15,/n/v/u,1173
16,/u/n/d,1086
