,词性,出现次数
0,/v/v/v/v,1612
1,/v/n/v/v,1190
8,/v/v/v/n,1128
16,/v/v/n/v,1095
6,/n/v/v/v,959
5,/n/v/n/v,718
7,/v/n/v/n,710
4,/v/n/n/v,426
11,/n/v/v/n,392
14,/u/v/v/v,326
17,/v/v/u/v,310
13,/v/u/v/v,298
10,/n/n/v/v,277
23,/v/v/n/n,261
22,/v/v/d/v,203
3,/v/v/v/d,183
19,/n/v/n/n,181
33,/v/v/v/u,167
18,/u/v/n/v,159
