,词性,出现次数
1,/d/v/v,44101
2,/n/d/v,43329
0,/v/u/n,37642
3,/v/v/u,25153
17,/v/v/v,22724
18,/n/v/v,20563
14,/v/v/n,19042
8,/u/n/v,17185
15,/v/d/v,16455
10,/n/u/n,15993
12,/d/d/v,14941
5,/d/v/u,14915
13,/v/n/v,9613
16,/m/q/n,7598
6,/v/u/v,6735
9,/u/n/d,6008
4,/r/d/v,5616
27,/n/v/u,5566
23,/d/v/n,3411
