,词性,出现次数
2,/v/v/v/v,8155
17,/v/v/n/v,6194
0,/v/n/v/v,6149
5,/n/v/v/v,5015
11,/v/v/v/n,4907
7,/n/v/n/v,4105
18,/v/n/v/n,3954
27,/n/v/v/n,3153
26,/v/n/n/v,2346
13,/n/n/v/v,1922
15,/v/v/n/n,1426
23,/n/v/n/n,1297
22,/n/n/v/n,1122
36,/u/v/v/v,1117
1,/v/v/u/v,1100
25,/v/u/v/v,1053
9,/n/n/n/n,973
10,/v/n/n/n,874
12,/n/n/n/v,819
