,词性,出现次数
16,/v/v/v/v/v,680
19,/v/n/v/v/v,351
10,/n/v/v/v/v,335
9,/v/v/v/v/n,292
55,/v/v/v/n/v,271
18,/v/v/n/v/v,211
53,/n/v/n/v/v,161
14,/n/v/v/n/v,154
17,/n/v/v/v/n,153
48,/v/n/v/n/v,151
68,/u/v/v/v/v,141
41,/d/v/v/v/v,134
31,/v/n/n/v/v,134
94,/v/u/v/v/v,131
21,/n/n/v/v/v,125
99,/v/v/v/u/v,116
87,/v/v/v/v/u,111
8,/v/n/v/v/n,109
54,/v/v/u/v/v,100
