,词性,出现次数
3,/d/v/v,20705
1,/v/u/n,19864
10,/n/d/v,19437
0,/v/v/u,13130
6,/u/n/v,11062
12,/n/u/n,9226
8,/d/v/u,8900
14,/n/v/v,8592
9,/v/v/v,7995
11,/d/d/v,7437
18,/v/d/v,6755
17,/v/v/n,6215
2,/v/u/v,5343
5,/n/v/u,4673
23,/r/d/v,3588
13,/u/n/d,3283
24,/v/n/v,2481
7,/v/r/v,2010
22,/v/v/r,1950
