,词性,出现次数
0,/v/v,108809
1,/n/v,98155
2,/v/n,92779
5,/v/u,64195
7,/d/v,61025
9,/n/n,54104
4,/u/v,50749
3,/v/r,44067
6,/r/v,29746
8,/v/d,25994
13,/n/u,17444
12,/u/n,17063
11,/n/d,14517
16,/d/u,1382
10,/u/d,1291
17,/u/u,712
15,/v/m,683
14,/r/n,532
18,/a/n,303
