词性,出现次数
/v/d/v/v/r,5
/v/v/n/n/v,22
/v/v/v/v/v,498
/n/v/u/u/v,4
/u/v/v/u/u,4
/v/n/d/v/v,13
/v/n/n/v/v,69
/v/n/u/d/v,4
/v/n/v/u/v,22
/v/v/d/v/n,9
/n/v/u/v/v,10
/u/u/v/n/v,6
/u/v/n/v/n,22
/v/u/u/v/n,5
/v/v/u/v/d,5
/d/v/v/d/v,11
/n/n/r/v/n,4
/n/v/v/n/v,45
/u/v/n/v/p,4
/n/v/v/v/u,11
/n/v/v/v/n,95
/n/v/v/v/v,174
/u/v/v/n/v,6
/v/d/v/v/n,26
/v/n/v/v/v,153
/v/v/n/v/v,209
/v/v/v/v/u,51
/n/v/n/n/v,32
/n/v/n/v/n,55
/v/v/n/v/n,53
/n/n/n/v/n,28
/n/v/n/n/n,26
/v/n/v/n/n,31
/n/n/v/v/n,28
/v/n/v/n/v,119
/v/v/v/v/n,218
/n/v/n/v/v,107
/v/n/v/v/n,85
/n/n/v/v/v,48
/u/n/v/v/n,10
/v/d/v/v/v,68
/v/v/n/a/v,12
/v/v/v/n/a,4
/v/n/n/v/n,42
/v/v/v/n/v,223
/n/v/n/v/r,8
/d/n/n/n/n,6
/d/v/n/c/v,6
/d/v/v/v/u,10
/d/v/u/u/v,3
/n/d/n/n/n,3
/n/v/p/v/v,3
/u/v/v/v/v,58
/v/n/d/v/n,7
/v/n/v/u/u,3
/v/v/n/u/v,3
/v/d/r/v/v,4
/v/n/v/d/n,4
/v/v/v/n/n,48
/d/n/d/v/v,3
/d/v/d/n/n,3
/d/v/v/v/v,59
/n/v/v/v/d,7
/v/d/n/v/u,3
/v/n/n/v/a,9
/v/n/r/v/n,3
/d/v/u/v/v,5
/v/u/v/v/v,73
/v/v/v/r/n,5
/d/v/v/n/v,14
/v/n/n/n/v,25
/n/n/v/m/v,5
/v/v/u/v/v,66
/r/v/v/v/r,6
/d/n/v/v/v,23
/n/n/u/v/v,4
/u/v/u/n/v,4
/u/v/v/n/n,10
/v/n/n/v/q,4
/v/v/n/n/n,18
/v/v/u/u/v,16
/d/n/v/u/v,5
/n/n/n/v/v,10
/nh/v/v/v/d,5
/v/v/v/u/v,46
/d/v/v/r/v,4
/n/v/v/u/v,22
/d/v/v/u/v,5
/v/n/u/v/v,5
/n/d/v/v/u,4
/n/u/u/v/n,4
/n/v/m/v/n,4
/n/v/u/v/n,10
/u/v/v/d/n,4
/n/v/d/v/v,19
/v/v/d/v/v,44
/v/v/v/d/v,56
/n/d/v/v/v,16
/v/v/n/d/n,8
/n/n/r/u/v,5
/v/v/r/u/v,5
/r/v/r/v/v,4
/u/v/v/n/r,4
/v/v/d/v/u,5
/n/v/v/d/v,10
/v/n/p/v/v,4
/m/v/v/v/n,4
/n/m/v/m/d,4
/n/v/d/n/v,4
/u/n/v/v/v,4
/u/u/u/u/u,4
/u/v/a/d/n,4
/v/v/n/v/d,14
/v/v/r/v/n,10
/n/r/v/v/v,25
/v/v/v/n/r,13
/a/v/v/n/v,3
/d/u/v/v/v,6
/r/v/v/v/v,25
/v/u/v/v/u,11
/m/m/m/m/m,6
/v/r/v/d/v,6
/v/u/r/v/v,6
/v/v/n/r/v,11
/n/n/d/v/v,9
/n/n/n/n/v,14
/n/n/v/n/v,22
/r/v/v/v/n,18
/r/n/v/u/v,4
/v/u/v/d/v,4
/v/v/n/d/v,4
/v/v/v/v/d,66
/d/v/v/d/n,11
/n/n/v/d/v,5
/d/u/v/v/d,8
/v/n/v/v/d,23
/n/d/v/n/v,6
/u/n/n/v/n,6
/v/v/p/v/v,5
/v/v/v/r/v,22
/v/v/v/v/r,24
/n/n/n/n/n,30
/n/v/v/u/d,5
/v/v/u/d/v,5
/d/n/v/v/n,13
/d/n/v/nd/m,6
/d/u/v/n/d,6
/n/u/v/m/n,6
/n/v/v/n/r,11
/u/v/m/n/d,6
/d/n/d/n/v,3
/d/u/n/n/d,3
/n/v/v/r/v,5
/u/v/v/r/v,13
/v/r/u/v/v,7
/v/v/n/v/u,13
/d/n/n/v/m,6
/n/v/n/u/u,6
/n/v/u/n/d,6
/u/u/v/v/v,12
/v/d/u/v/v,12
/v/nh/n/v/n,6
/v/v/d/u/v,12
/v/v/n/d/a,6
/v/v/u/v/n,13
/u/v/n/v/v,14
/v/n/v/d/v,6
/d/u/n/v/v,9
/n/r/n/v/n,4
/v/u/v/u/n,4
/v/u/v/v/n,9
/c/n/v/v/v,3
/d/v/n/v/v,20
/n/v/n/a/v,6
/u/v/u/u/u,6
/v/n/v/v/u,6
/v/u/u/n/v,6
/v/u/v/u/u,6
/v/v/a/u/u,6
/v/v/u/n/v,12
/n/v/r/n/v,4
/n/v/v/u/n,4
/r/n/r/v/v,4
/d/v/d/v/v,4
/u/v/n/n/n,4
/v/a/u/v/v,8
/n/a/v/d/v,6
/r/n/v/v/v,6
/v/v/v/n/d,16
/d/n/v/n/v,6
/n/n/n/v/d,6
/r/v/n/n/n,6
/u/n/n/v/d,6
/v/d/n/d/u,6
/v/n/u/n/n,6
/v/u/v/v/d,11
/ws/ws/ws/ws/ws,36
/n/d/n/v/n,7
/n/v/v/n/d,5
/v/r/v/v/r,10
/d/v/v/v/n,6
/n/v/u/v/d,6
/v/v/r/v/v,29
/u/v/v/n/u,6
/v/v/v/u/n,13
/u/v/v/v/u,13
/n/v/u/n/v,10
/n/u/v/v/r,8
/a/v/v/v/u,6
/n/d/v/p/n,6
/r/n/n/v/u,6
/v/d/v/n/n,6
/n/v/n/v/u,4
/v/r/v/v/n,8
/v/n/n/n/n,9
/n/n/v/n/n,10
/n/u/v/n/n,6
/v/v/d/n/v,6
/v/v/nh/v/v,4
/m/n/n/n/r,3
/v/d/v/v/u,9
/d/u/v/u/v,7
/v/r/v/v/v,23
/d/u/v/d/v,4
/n/n/d/v/u,4
/n/u/r/v/v,4
/n/v/v/r/d,4
/r/v/v/d/u,4
/u/d/r/v/d,4
/u/d/v/d/u,4
/n/v/n/d/v,9
/n/r/v/p/v,4
/n/v/v/v/a,4
/r/v/v/v/u,6
/v/d/v/u/v,6
/v/n/n/d/v,6
/n/v/v/n/n,5
/v/u/n/v/v,5
/n/d/n/d/n,4
/v/v/n/u/n,8
/d/n/d/n/d,6
/d/n/n/v/v,6
/v/n/d/v/r,6
/a/n/d/u/v,4
