词性,出现次数
/v/v/v/v/v,3091
/v/v/v/v/d,270
/n/d/n/u/v,5
/n/v/n/v/v,715
/n/v/v/v/v,1533
/u/v/v/r/v,21
/v/d/v/n/d,10
/v/v/d/v/n,79
/v/v/r/v/n,39
/v/v/v/d/n,40
/v/n/v/v/n,686
/v/v/n/v/v,1348
/n/v/n/v/n,311
/v/n/v/u/v,99
/v/v/v/v/u,469
/n/d/v/v/n,47
/u/v/n/r/n,5
/v/n/v/n/v,619
/v/n/v/v/u,102
/v/v/d/n/v,78
/d/v/v/v/n,159
/d/n/v/n/v,80
/n/v/m/v/d,6
/n/v/v/n/v,549
/u/v/v/v/p,6
/v/d/v/v/v,568
/d/v/v/n/v,126
/d/v/v/v/v,589
/n/v/v/v/n,717
/u/r/v/v/v,29
/v/n/v/v/v,1510
/v/v/n/d/n,55
/u/v/v/v/v,521
/v/v/v/n/v,1347
/n/n/n/n/n,281
/v/n/n/n/n,104
/v/u/v/v/n,73
/v/v/n/v/n,519
/n/n/v/v/v,377
/u/u/v/v/n,26
/v/u/u/v/v,33
/n/n/r/v/n,10
/r/v/v/v/v,363
/u/n/u/n/n,3
/u/v/v/n/d,21
/v/d/v/n/v,87
/v/n/r/v/v,91
/d/v/v/v/d,46
/r/v/v/v/r,16
/u/v/n/v/v,138
/v/d/n/c/u,6
/v/d/n/v/n,22
/v/v/n/v/u,77
/a/a/u/r/r,4
/a/r/n/r/d,4
/a/u/r/r/n,4
/v/n/n/v/v,476
/v/v/n/n/v,401
/n/n/v/v/n,203
/n/v/n/m/v,9
/u/n/n/v/n,22
/u/n/n/n/v,12
/v/r/v/d/v,19
/d/v/u/v/v,49
/n/n/n/v/n,143
/n/n/v/n/n,127
/v/d/v/u/r,6
/v/u/v/v/d,6
/v/v/u/r/n,6
/v/v/v/d/v,375
/u/v/v/n/v,158
/n/v/d/n/v,38
/n/v/v/r/v,26
/v/n/v/n/r,17
/v/r/v/v/v,176
/v/u/v/v/v,340
/d/v/n/v/v,125
/v/v/u/v/v,391
/u/u/v/v/u,6
/u/v/v/u/v,64
/v/v/r/v/v,138
/v/d/d/v/v,24
/v/v/d/d/v,11
/v/v/d/v/u,52
/n/v/v/u/v,116
/v/r/v/v/n,28
/d/v/n/n/v,33
/v/v/v/v/n,1430
/n/d/n/v/v,75
/n/v/v/v/d,56
/v/v/v/a/v,18
/d/v/n/u/v,9
/n/n/v/d/v,14
/n/r/v/v/v,130
/v/v/v/n/n,358
/n/v/u/v/n,39
/v/v/n/n/u,11
/v/u/n/v/v,26
/v/r/v/n/v,45
/v/v/v/u/n,69
/d/v/v/n/n,14
/n/d/v/n/n,19
/v/d/n/v/v,90
