,词性,出现次数
1,/d/v/v,172134
0,/n/d/v,166080
3,/v/u/n,147773
12,/v/v/u,97521
7,/v/v/v,77509
9,/d/d/v,70465
4,/n/v/v,70453
16,/u/n/v,70367
5,/n/u/n,66540
2,/v/v/n,63942
8,/v/d/v,63449
15,/d/v/u,61031
6,/v/n/v,31479
14,/r/d/v,29522
11,/u/n/d,27731
18,/v/u/v,27248
19,/m/q/n,25425
13,/n/v/u,23663
20,/d/v/r,20371
