词性,出现次数
/v/v,20612
/n/v,15477
/v/n,15614
/n/n,5407
/d/v,10101
/v/u,11022
/u/v,10275
/v/r,9581
/r/v,8630
/n/u,3525
/v/d,6219
/d/r,304
/r/u,308
/r/n,509
/u/n,1196
/d/u,1196
/r/r,223
/n/d,582
