词性,出现次数
/n/v/v/v/n,17
/v/n/v/v/n,20
/v/n/v/v/v,37
/n/v/u/v/v,8
/n/v/v/n/v,15
/v/v/n/n/v,8
/v/v/v/u/v,9
/n/d/n/v/v,8
/u/v/v/v/v,11
/v/a/n/v/v,4
/v/n/v/n/v,15
/d/n/n/n/n,3
/n/d/v/u/u,3
/n/n/m/v/v,3
/n/n/v/v/r,3
/n/v/n/d/n,3
/n/v/n/v/d,3
/n/v/n/v/n,6
/n/v/v/r/v,3
/v/v/v/v/v,78
/u/v/n/v/v,9
/v/n/n/v/v,10
/n/n/v/v/v,17
/n/v/n/u/v,4
/n/v/v/v/v,52
/v/v/v/d/r,4
/d/n/v/v/v,11
/d/v/n/n/v,3
/n/v/u/v/u,4
/d/n/u/v/u,3
/n/d/n/u/v,3
/n/n/v/d/v,3
/n/n/v/n/n,6
/n/v/d/n/v,3
/u/n/n/n/n,3
/n/n/p/u/n,5
/n/v/n/v/v,31
/v/v/n/n/d,5
/d/v/n/d/v,4
/n/d/n/d/n,4
/n/d/v/n/n,4
/n/n/n/n/n,4
/n/n/v/n/v,7
/n/v/d/v/n,4
/v/v/v/n/d,10
/n/v/v/d/v,5
/v/v/v/v/n,21
/d/v/n/v/v,4
/v/v/n/d/u,4
/d/v/v/v/n,7
/n/u/v/v/n,3
/v/a/d/v/v,3
/v/v/n/r/v,3
/v/v/v/n/v,16
/r/v/v/v/r,4
/v/d/v/v/v,8
/n/r/v/v/v,3
/n/v/v/v/r,10
/p/u/v/v/v,3
/u/v/n/d/v,3
/v/d/u/v/v,3
/v/u/v/d/v,4
/v/v/n/v/n,4
/v/v/v/v/d,4
/a/d/d/v/v,3
/n/d/d/v/v,6
/n/v/n/n/v,3
/r/v/u/r/v,3
/v/n/a/v/v,3
/v/v/n/v/v,12
/n/v/v/u/v,5
/v/u/v/v/v,8
/n/n/u/r/n,4
/n/u/v/v/v,8
/v/n/v/v/u,4
/d/v/d/n/n,3
/v/v/r/n/v,5
/d/n/n/d/v,4
/r/d/v/v/v,4
/v/r/d/v/v,4
/v/v/v/v/r,4
/n/v/r/v/v,4
/v/u/v/u/v,4
/v/v/v/d/n,4
/d/v/v/r/v,3
/n/v/u/d/v,3
/n/v/u/u/v,3
/r/v/v/m/n,3
/u/v/u/v/v,3
/u/v/v/v/r,3
/d/n/v/v/r,4
/n/n/d/u/v,3
/u/r/d/v/v,3
/u/v/n/u/n,3
/v/m/d/n/v,3
/v/r/v/u/v,3
/v/r/v/v/v,3
/v/r/v/n/v,4
/u/v/v/n/v,3
/v/n/d/v/d,3
/v/n/n/v/d,3
/n/d/v/v/n,3
/u/n/d/v/n,3
/v/n/u/n/n,3
/v/n/v/d/v,3
/v/n/v/u/n,8
/v/u/n/n/n,3
/v/u/n/v/v,7
/v/d/v/r/v,4
/v/u/r/u/r,4
/d/n/v/v/n,3
/d/v/v/v/u,3
/n/v/v/n/n,8
/v/v/d/v/v,11
/n/d/v/n/v,4
/n/n/v/n/u,4
/v/n/n/v/n,4
/v/v/n/d/v,4
/ws/ws/ws/ws/ws,17
/v/n/d/v/v,4
/v/v/u/d/u,4
/d/d/v/v/v,3
/r/r/v/v/v,7
/u/v/n/v/u,3
/v/n/r/d/v,4
/v/r/r/v/v,4
/v/v/v/a/v,4
/n/r/d/v/v,3
/n/v/v/m/v,3
/r/v/v/v/d,3
/v/d/n/v/v,3
/v/v/d/u/v,6
/n/n/n/v/n,4
/v/d/v/n/v,4
/v/n/v/v/d,4
/v/v/v/d/v,5
/v/v/v/n/r,5
/r/v/v/v/n,4
/u/r/v/u/v,4
/v/v/n/n/n,10
/n/n/v/v/n,7
/n/v/d/n/d,3
/n/v/m/d/n,3
/n/v/n/a/v,3
/d/n/v/v/d,3
/d/v/d/u/v,3
/d/v/v/n/u,3
/m/n/v/v/n,3
/m/v/v/n/m,3
/n/n/u/n/v,3
/a/n/v/v/v,5
/n/n/n/n/v,4
/n/u/n/v/v,4
/v/n/n/n/n,4
/v/v/v/n/n,4
/n/c/n/v/n,3
