,词性,出现次数
0,/d/v/v,11373
3,/n/d/v,10513
6,/v/u/n,9994
9,/v/v/u,6335
15,/u/n/v,4783
1,/v/v/v,4571
5,/d/v/u,4554
4,/d/d/v,4429
7,/v/d/v,4221
10,/v/v/n,3788
13,/n/v/v,3618
20,/n/u/n,3149
2,/r/d/v,3038
17,/v/r/v,2124
11,/v/n/v,2099
21,/n/v/u,1983
16,/v/u/v,1687
8,/d/v/r,1627
18,/v/v/r,1580
