,词性,出现次数
0,/v/v/v/v/v,454
1,/v/v/v/v/n,205
2,/n/v/v/v/v,201
3,/v/v/n/v/v,187
6,/v/v/v/n/v,180
4,/v/n/v/v/v,165
34,/n/v/v/v/n,91
18,/v/u/v/v/v,90
13,/v/v/n/v/n,87
29,/v/v/u/v/v,85
9,/v/n/n/v/v,80
15,/n/v/v/n/v,78
53,/n/v/n/v/v,77
23,/n/n/n/n/n,76
8,/d/v/v/v/v,75
20,/u/v/v/v/v,72
21,/v/v/v/d/v,72
28,/v/n/v/n/v,71
54,/v/n/v/v/n,58
