,词性,出现次数
0,/d/v/v,53071
1,/n/d/v,51595
2,/v/u/n,43394
9,/v/v/u,27569
10,/v/v/v,24914
6,/v/d/v,23726
17,/n/v/v,23454
4,/d/d/v,23187
8,/v/v/n,21833
11,/d/v/u,18588
14,/u/n/v,16316
3,/v/n/v,14583
16,/n/u/n,13578
12,/v/u/v,7497
13,/n/v/u,7468
22,/u/n/d,7177
5,/d/v/n,7005
23,/m/q/n,6655
18,/r/d/v,6091
