,词性,出现次数
4,/v/v/v/v,9563
1,/v/v/n/v,7121
0,/v/n/v/v,7081
2,/n/v/v/v,5893
8,/v/v/v/n,5855
10,/n/v/n/v,4360
6,/v/n/v/n,4211
25,/n/v/v/n,3293
20,/v/n/n/v,2643
23,/n/n/v/v,1705
12,/v/u/v/v,1467
19,/v/v/n/n,1417
22,/v/v/u/v,1235
11,/u/v/v/v,1233
17,/n/v/n/n,1103
5,/v/d/v/v,1051
38,/n/n/v/n,1012
3,/d/v/v/v,1003
13,/v/v/v/d,978
