,词性,出现次数
5,/v/v/v/v/v,2070
33,/n/v/v/v/v,862
13,/v/n/v/v/v,823
28,/v/v/n/v/v,786
10,/v/v/v/v/n,781
25,/v/v/v/n/v,725
17,/v/n/v/n/v,426
11,/d/v/v/v/v,391
37,/n/v/n/v/v,365
4,/n/v/v/v/n,364
61,/v/v/n/v/n,323
48,/v/d/v/v/v,309
47,/n/n/v/v/v,297
31,/n/v/v/n/v,286
16,/u/v/v/v/v,265
29,/n/v/n/v/n,258
1,/v/v/d/v/v,254
8,/v/u/v/v/v,252
63,/v/n/v/v/n,251
