词性,出现次数
/v/n/v/n/v,132
/v/v/v/v/r,15
/a/v/v/v/n,4
/d/v/v/v/u,22
/n/d/v/n/v,16
/n/d/v/r/v,4
/n/n/n/d/v,4
/n/n/v/v/v,61
/n/r/n/v/n,4
/n/v/n/n/v,73
/v/v/v/v/v,554
/v/u/v/v/v,91
/u/v/v/v/v,110
/v/n/v/u/v,33
/v/n/v/v/n,78
/v/v/u/v/v,86
/v/v/v/n/v,312
/n/d/v/v/v,50
/n/n/v/n/v,37
/n/n/v/v/d,8
/n/v/v/n/d,16
/v/v/v/n/n,63
/n/d/v/v/u,8
/v/d/v/n/d,13
/v/u/u/n/v,8
/d/u/v/v/v,13
/n/n/n/n/d,6
/n/u/v/v/d,6
/n/v/m/v/u,6
/n/r/v/v/n,6
/n/u/n/v/r,6
/n/v/u/d/u,6
/v/d/n/n/v,6
/ws/v/a/d/n,11
/a/d/u/r/d,4
/d/a/u/v/v,4
/d/d/u/u/v,4
/d/n/d/v/r,4
/d/n/n/v/v,13
/v/v/n/v/v,294
/v/v/v/v/n,237
/v/n/v/v/v,270
/n/v/v/v/n,110
/d/u/v/v/n,6
/v/v/n/n/v,66
/v/v/v/u/v,96
/v/d/v/v/n,8
/m/v/v/v/v,29
/n/v/v/v/v,263
/v/v/n/v/n,139
/d/v/v/n/v,34
/n/v/n/v/v,152
/d/v/v/v/v,89
/v/v/d/v/v,58
/u/v/u/v/v,11
/v/n/n/v/n,48
/v/v/v/v/u,55
/n/n/v/v/n,27
/n/v/v/u/v,24
/v/d/n/v/v,25
/n/v/n/v/r,15
/n/v/r/v/v,11
/u/v/d/n/v,5
/v/r/u/v/v,10
/v/r/v/v/v,17
/n/n/n/n/n,35
/n/d/n/v/v,15
/v/v/n/n/n,24
/n/n/d/n/v,19
/n/n/n/v/v,57
/n/v/n/n/d,12
/u/v/v/v/u,33
/v/d/v/u/v,10
/v/n/n/n/n,28
/d/v/v/d/v,12
/u/v/u/v/u,8
/v/n/v/n/n,25
/v/n/v/v/d,8
/v/v/n/u/v,19
/c/v/v/u/d,6
/d/n/r/n/v,6
/d/u/u/n/a,6
/d/u/v/u/v,6
/n/n/n/v/u,8
/n/v/u/n/n,11
/m/n/n/v/v,6
/n/m/n/m/n,6
/n/n/v/u/n,6
/nh/v/v/nh/v,6
/r/v/v/v/v,36
/v/m/v/v/v,6
/v/d/v/v/v,93
/v/n/u/v/v,19
/v/v/d/v/d,11
/v/v/v/d/v,57
/n/v/v/v/a,5
/u/nh/d/v/d,6
/u/nh/v/v/v,6
/u/v/v/n/v,12
/v/n/v/v/u,48
/v/u/v/v/n,18
/v/v/u/nh/v,6
/d/n/v/v/u,4
/n/r/n/d/v,4
/n/v/n/v/n,50
/v/n/n/n/v,26
/v/v/r/v/n,9
/v/v/v/n/d,18
/u/n/v/v/v,18
/u/v/r/v/v,5
/v/v/v/r/v,33
/d/n/v/v/v,42
/v/n/r/v/v,28
/v/v/n/r/n,6
/n/v/v/n/n,30
/v/n/n/v/v,49
/v/v/r/u/v,7
/n/u/v/v/v,23
/v/v/n/r/v,17
/n/v/v/n/v,122
/n/n/n/v/n,25
/u/v/v/u/n,5
/n/u/v/u/n,4
/n/v/n/u/n,4
/u/n/u/v/u,4
/u/v/u/n/v,8
/v/v/d/n/v,4
/v/n/d/v/v,18
/n/r/v/v/v,14
