词性,出现次数
/v/n/v/v,3794
/v/v/u/v,662
/v/v/v/v,4978
/v/v/v/u,434
/v/u/n/v,85
/n/v/v/v,3095
/v/u/r/v,53
/v/r/v/v,254
/n/v/n/v,2595
/n/v/v/u,186
/n/n/n/n,860
/v/n/n/n,713
/v/u/n/n,17
/v/v/v/n,3007
/n/n/n/v,669
/n/n/v/v,1252
/n/v/u/n,53
/v/v/n/n,1025
/v/v/u/n,39
/v/v/n/v,3856
/v/n/v/n,2522
/v/v/d/n,54
/d/v/v/n,198
/v/v/v/d,290
/d/v/v/v,313
/n/n/v/n,868
/n/v/n/n,949
/v/v/r/v,195
/n/d/n/v,41
/v/u/v/v,536
/v/n/n/v,1669
/n/v/v/n,2146
/r/n/v/v,27
/v/u/v/n,162
/v/v/n/d,117
/r/r/v/v,7
/u/v/n/v,301
/v/d/n/v,67
/a/v/v/n,4
/d/n/v/a,4
/d/n/v/v,180
/m/n/v/n,4
/n/d/v/v,147
/v/n/d/v,256
/d/n/v/n,64
/d/n/n/v,7
/v/nh/v/n,9
/u/v/v/v,600
/n/v/d/u,7
/d/d/v/v,10
/d/v/n/v,169
/v/n/v/u,328
/n/v/v/r,17
/m/m/m/m,48
/v/r/v/n,10
/n/u/v/n,88
/v/v/d/v,311
/n/u/v/v,99
/v/n/d/n,66
/u/n/v/v,91
/u/v/u/v,36
/v/d/v/v,292
/u/r/v/v,9
/a/v/d/u,2
/d/a/v/d,2
/n/r/v/n,8
/u/n/v/r,2
/r/v/v/v,179
/v/n/v/d,103
/n/n/v/u,52
/d/u/v/v,81
/u/v/v/n,110
/v/n/u/v,157
/v/v/n/u,100
/v/v/u/u,8
/n/v/n/u,88
/a/v/v/v,6
/u/d/v/v,53
/v/v/v/r,129
/v/v/u/d,19
/n/r/v/v,42
/n/v/u/v,233
/r/v/n/v,41
/n/v/d/v,51
/v/v/a/v,9
/n/d/v/n,12
/v/d/v/n,106
/v/d/v/r,8
/u/v/v/u,32
/n/n/u/n,9
/r/v/r/v,24
/v/r/v/r,19
/r/v/v/n,25
/v/n/d/u,9
/n/v/v/d,46
/v/r/n/v,9
/u/v/n/u,7
/n/d/u/v,6
/v/u/u/v,19
/u/v/d/u,9
/v/d/r/v,7
/v/n/n/d,22
/v/n/a/v,5
/a/v/n/v,4
/d/v/n/d,4
/v/a/n/v,4
/n/v/n/d,30
/d/u/n/v,19
/n/a/v/n,6
/n/n/u/d,6
/v/u/d/v,22
/v/n/r/v,47
/v/v/d/u,10
/v/r/n/d,9
/v/v/u/r,9
/u/v/v/d,22
/r/u/v/v,7
/u/n/v/n,16
/v/u/v/u,28
/n/n/u/v,6
/u/v/n/n,36
/v/d/u/v,29
/n/v/u/d,9
/u/u/d/n,7
/d/v/n/n,13
/n/u/n/v,18
/n/n/n/u,9
/r/v/v/r,9
/n/n/d/n,7
/v/n/v/r,20
/v/v/n/r,21
/v/n/u/n,7
/d/v/v/u,6
/n/m/n/v,6
/n/m/m/m,20
/v/n/m/m,16
/m/m/m/n,14
/n/n/m/m,13
/m/n/n/n,12
/v/v/n/m,12
/v/m/n/v,12
/d/n/v/u,7
/d/r/v/n,7
/p/v/v/n,3
/u/n/n/v,3
/v/v/r/r,9
/n/r/n/v,10
/v/n/u/d,7
/n/n/n/d,9
/n/d/v/d,5
/m/v/v/n,11
/n/d/n/n,18
/n/v/a/v,2
/u/d/r/r,2
/u/n/v/a,2
/v/a/v/v,2
/v/d/v/d,2
/c/n/d/v,2
/d/v/n/r,2
/n/n/v/d,2
/n/p/n/v,2
/d/u/u/v,5
/n/d/n/d,6
/v/r/r/v,6
/d/n/d/u,5
/n/n/n/r,5
/n/u/v/u,8
/r/v/d/v,7
/v/n/r/d,7
/c/v/n/v,5
/v/a/v/n,5
/v/d/v/u,5
/d/u/v/n,6
/v/u/v/r,7
/v/n/r/n,7
/n/u/n/n,12
/d/n/n/n,8
/n/n/n/m,19
/v/n/u/u,7
/d/v/v/d,6
/m/m/n/m,5
