,词性,出现次数
0,/v/v/v/v,1024
11,/v/n/v/v,694
14,/n/v/v/v,669
4,/v/v/n/v,623
22,/v/v/v/n,524
5,/v/n/v/n,472
2,/n/v/n/v,429
12,/v/u/v/v,289
13,/n/v/v/n,242
6,/v/v/u/v,227
20,/n/n/v/v,211
8,/v/n/n/v,184
21,/v/v/n/n,161
23,/n/v/n/n,147
16,/v/v/v/u,124
26,/v/v/d/v,117
18,/u/v/v/v,117
17,/r/v/v/v,97
1,/n/v/u/v,91
