,词性,出现次数
0,/d/v/v,5310
1,/v/u/n,5162
2,/n/d/v,4797
5,/v/v/u,3604
4,/v/v/v,2524
11,/u/n/v,2237
8,/v/d/v,2209
10,/n/v/v,2118
3,/d/d/v,1975
9,/v/v/n,1969
14,/d/v/u,1809
7,/n/u/n,1807
17,/n/v/u,1367
15,/v/u/v,1241
19,/v/n/v,1233
12,/m/q/n,864
6,/u/n/d,601
16,/v/r/v,591
13,/v/m/q,542
